Q,A,label,,,,
사랑의 심리학  교수님 어때?,"유쾌하고 활발하고, 학생들을 진심으로 대하려는 스타일이라는 평이 많아. 수업을 재밌게 만들려고 하고 피드백·소통도 잘하지만, 그만큼 학생들 참여와 성실함도 많이 기대하셔서 열정적인 분위기를 좋아하면 잘 맞고, 조용히 앉아서만 듣고 싶으면 피곤할 수 있어.",8,,,,
사랑의 심리학 퀴즈 있어?,"있어. 보통 2주마다 또는 거의 매주 짧은 쪽지시험을 보는데, 10문제 안팎의 키워드·내용 확인용 문제라 수업 자료만 직전에 훑어보면 절반 이상은 맞출 수 있을 정도의 난이도라는 후기가 많아.",8,,,,
사랑의 심리학 수업 난이도는?,"내용 자체는 흥미롭고 ‘심리학 입문 + 사랑·관계’ 정도라 이론 난이도는 중간 정도지만, 팀플·발표·퀴즈가 많아서 체감 난이도는 꽤 높은 편이야. 연애 놀자판이 아니라 진짜 사랑 관련 심리학 개념을 깊게 생각하게 하는 수업이라, 가볍게 듣기엔 좀 빡셀 수 있어.",8,,,,
사랑의 심리학 팀플 있어?,"있어, 그리고 ‘팀플 위주 수업’이라 보면 돼. 첫날 바로 조를 짜고, 수업 시간 내내 조별 토의·발표·PBL 활동을 자주 해서 팀원 운에 따라 체감 난이도가 크게 갈린다는 후기가 많아.",8,,,,
사랑의 심리학 시험 어떻게 나와?,"수시로 보는 쪽지시험 + 기말시험 조합이야. 쪽지시험은 그 주에 배운 범위에서 짧게 나오는 확인용 문제들이고, 기말은 교수님이 올려준 자료에서 핵심 개념·키워드 중심으로 출제돼서 자료만 충실히 보고 가면 충분히 대비 가능하다는 편이야.",8,,,,
화요일 3 교양 알려줘,임성규 교수님의 문학의 이해 수업 / 박성민 교수님의 시장과 경제 수업이 있어,202,,,,
화요일 3 교양 뭐 있어?,임성규 교수님의 문학의 이해 수업 / 박성민 교수님의 시장과 경제 수업이 있어,202,,,,
권윤경 교수님 문학의 이해 온라인 수업이야?,"온라인(사이버) 강의야. 사이버캠퍼스에 올라온 영상 듣고, 그 주 퀴즈까지 풀어야 출석 인정되는 형태야.",9,,,,
권윤경 교수님 문학의 이해 프로젝트 있어?,별도의 큰 프로젝트나 팀플 프로젝트는 없어. 대신 챕터가 끝날 때마다 ‘생각 시트’ 같은 에세이·감상문 과제가 여러 번 나와.,9,,,,
권윤경 교수님 문학의 이해 중간고사 있어?,"중간고사는 따로 없고, 기말고사 한 번만 보는 구조라는 후기가 많아. 중간 성적은 과제·퀴즈·출석으로 채워지는 느낌.",9,,,,
권윤경 교수님 문학의 이해 기말고사 있어?,"있어. 기말 한 번 보는데

보통 오픈북 형식이고

어떤 학기엔 50분에 60문제 수준이라 문제 수가 많고 시간은 조금 빡빡했다는 후기가 있어.
강의자료+필기만 잘 봐도 풀 수 있는 수준.",9,,,,
권윤경 교수님 문학의 이해 과제 있어?,"교양 치고는 많은 편이야.

시/소설/수필/희곡 등 파트가 끝날 때마다 생각 시트(독후감 느낌)를 4~5번 정도 쓰고

매주 혹은 자주 퀴즈도 있어서 “자잘하게 신경 쓸 게 많다”, “과제 때문에 애먹었다”는 말이 나와",9,,,,
권윤경 교수님 문학의 이해 과제 어려워?,"내용 자체는 ‘내 생각을 쓰는 독후감’이라 난이도는 높지 않은데, 분량과 성실도가 중요해서 귀찮고 빡셀 수 있어.

줄거리 복붙 말고 책을 실제로 읽고 느낀 점을 꽉 채워 쓰는 걸 좋아하시는 편이라

시 과제처럼 난해한 작품 해석은 조금 힘들었다는 후기도 있어.",9,,,,
권윤경 교수님 문학의 이해 교수님 어때?,"엄청 열정적이고, 설명 잘하고, 피드백도 꼼꼼한 스타일.

강의자료를 깔끔하게 준비하시고

제출한 과제를 익명으로 띄워놓고 피드백도 해주심.
그래서 “교양다운 교양”, “한 번은 꼭 들어볼 만한 수업”이라는 말이 많아.",9,,,,
권윤경 교수님 문학의 이해 퀴즈 있어?,"있어.

거의 매주 강의 듣고 나서 간단한 복습 퀴즈를 풀어야 하고

이게 출석·성적에 반영돼서, “필수는 아니지만 많이 안 풀면 감점이라 그냥 다 하는 게 좋다”는 후기가 많아.",9,,,,
권윤경 교수님 문학의 이해 수업 난이도는?,"문학 좋아하고 글쓰기에 거부감 없으면 ‘적당히 빡센 유익한 교양’, 문학 안 좋아하거나 글 안 쓰면 꽤 힘들게 느껴질 수 있는 정도.",9,,,,
권윤경 교수님 문학의 이해 팀플 있어?,팀플은 없어. 전부 개인 과제 & 개인 시험이야. 팀 활동 스트레스는 없음.,9,,,,
권윤경 교수님 문학의 이해 시험 어떻게 나와?,"기말 한 번, 오픈북 시험이 핵심이야.

사캠/줌으로 오픈북으로 치고, 강의자료·본인 필기에서 많이 나옴

문제 수가 많고(예: 50분 60문제) 범위가 넓어서 강의 때 강조한 부분, 자료에 없는데 말로 설명한 부분까지 필기해 두는 게 중요하다는 후기.
성실하게 강의 듣고 필기·과제만 잘 하면 A, A+도 충분히 노릴 수 있는 스타일의 시험이야.",9,,,,
문광헌 교수님 문학의 이해 온라인 수업이야?,오프라인 수업이야. 직접 모여서 작품 읽고 토론해.,10,,,,
문광헌 교수님 문학의 이해 프로젝트 있어?,프로젝트는 없어. 작품 읽기와 수업 참여 중심이야.,10,,,,
문광헌 교수님 문학의 이해 중간고사 있어?,있어. 소설·시 내용 기반 단답형·이해 문제로 나와.,10,,,,
문광헌 교수님 문학의 이해 기말고사 있어?,있어. 기말도 작품 내용 중심이라 반복해서 읽으면 풀 수 있어.,10,,,,
문광헌 교수님 문학의 이해 과제?,필수 과제 거의 없어. 가끔 자율 감상문이 가산점용으로 나와.,10,,,,
문광헌 교수님 문학의 이해  과제 어려워?,자율 감상문 정도라 어렵지 않고 안 내도 성적 나오는 편이야.,10,,,,
문광헌 교수님 문학의 이해  교수님 어때?,"일본 억양이 있어서 처음엔 듣기 어렵지만, 성격 정말 좋고 배려 많아.",10,,,,
문광헌 교수님 문학의 이해 퀴즈 있어?,출석 체크용·복습용으로 간단한 퀴즈가 가끔 있어.,10,,,,
문광헌 교수님 문학의 이해 수업 난이도는?,작품 읽고 토론하는 형식이라 문학 좋아하면 쉬운 편이야,10,,,,
문광헌 교수님 문학의 이해 팀플 있어?,팀플은 없지만 조별로 간단하게 의견 나누는 시간은 있어.,10,,,,
문광헌 교수님 문학의 이해 시험 어떻게 나와?,시험은 모두 작품 내용 기반이야. 인물·사건·키워드 단답형이 많아.,10,,,,
임성규 교수님 문학의 이해 온라인 수업이야?,,11,,,,
임성규 교수님 문학의 이해 프로젝트 있어?,프로젝트는 없어. 감상문 제출 정도만 있어.,11,,,,
임성규 교수님 문학의 이해 중간고사 있어?,있어. 시험문제를 미리 알려주셔서 그대로 외우면 되는 암기 시험이야.,11,,,,
임성규 교수님 문학의 이해 기말고사 있어?,있어. 기말도 문제를 알려주시기 때문에 외우기만 하면 점수 잘 나와.,11,,,,
임성규 교수님 문학의 이해 과제?,감상문 과제가 3~4번 정도 있고 발표도 가끔 있어. 부담은 큰 편은 아님.,11,,,,
임성규 교수님 문학의 이해  과제 어려워?,책 읽고 감상 쓰는 정도라 어렵지 않고 성실히만 쓰면 돼.,11,,,,
임성규 교수님 문학의 이해  교수님 어때?,친절하시지만 가끔 말한 걸 잊기도 하고 일본 문학 배경 설명 많아. 출석은 엄청 엄격해.,11,,,,
임성규 교수님 문학의 이해 퀴즈 있어?,가끔 감상문 발표나 확인용 질문이 있어. 정규 퀴즈는 많지 않아.,11,,,,
임성규 교수님 문학의 이해 수업 난이도는?,시험은 외우면 끝이라 쉬운 편이지만 일본 작가 이름 외우는 건 조금 어려울 수 있어.,11,,,,
임성규 교수님 문학의 이해 팀플 있어?,팀플은 없어. 개인 감상문 위주야.,11,,,,
임성규 교수님 문학의 이해 시험 어떻게 나와?,교수님이 시험 문제와 답을 그대로 알려줘. PPT는 공유 안 해주니 직접 보고 외우면 돼.,11,,,,
세계문화사 온라인 수업이야?,오프라인 수업이야. 수업 2시간 내내 교수님 설명 + 과제 이야기 위주로 진행돼.,12,,,,
세계문화사 프로젝트 있어?,있어. 총 3개의 과제가 있고 그중 하나는 PPT 만드는 프로젝트야. 발표해야 점수 잘 줘.,12,,,,
세계문화사 중간고사 있어?,중간고사 없어. 시험은 전혀 안 봐.,12,,,,
세계문화사 기말고사 있어?,기말고사도 없어. 대신 보고서 과제와 PPT 발표로 평가해.,12,,,,
세계문화사 과제?,많아. A4 3페이지 글쓰기 2번 + PPT 1번 등 총 3개의 과제가 꽤 빡세요.,12,,,,
세계문화사  과제 어려워?,교수님 기준이 매우 깐깐해서 창의성 부족하거나 형식 맞지 않으면 미제출 처리하기도 해.,12,,,,
세계문화사  교수님 어때?,카리스마 있고 요구사항 많고 까다로워. 호불호 강하게 갈려. 본인을 ‘코치’라고 불러달라는 편이야.,12,,,,
세계문화사 퀴즈 있어?,퀴즈는 없어. 대신 수업 중 질문·발표가 많아.,12,,,,
세계문화사 수업 난이도는?,세계문화사 지식은 거의 안 배우고 과제와 발표 중심이라 성향에 따라 매우 쉽거나 매우 힘들어.,12,,,,
세계문화사 팀플 있어?,팀플은 없어. 하지만 손들고 발표하거나 의견 나누는 시간이 많아.,12,,,,
세계문화사 시험 어떻게 나와?,시험 자체가 없어. 모든 평가가 과제 3개와 발표로 이루어져.,12,,,,
한국사상과 문화 온라인 수업이야?,오프라인 실시간 참여형 수업이야. 발표와 소통 중심으로 진행돼.,13,,,,
한국사상과 문화 프로젝트 있어?,있어. PPT 만들기나 발표 기반 과제가 포함돼. 총 2~3개 정도야.,13,,,,
한국사상과 문화 중간고사 있어?,없어. 시험은 따로 보지 않아.,13,,,,
한국사상과 문화 기말고사 있어?,없어. 기말도 보고서나 발표로 대체돼.,13,,,,
한국사상과 문화 과제 있어?,"많아. A4 글쓰기, 발표 준비, PPT 과제 등 총 3개 정도로 꽤 부담돼",13,,,,
한국사상과 문화  과제 어려워?,,13,,,,
한국사상과 문화  교수님 어때?,말투·방식 호불호 강함. 엄격하지만 열정적이고 참여를 매우 중요하게 생각하셔.,13,,,,
한국사상과 문화 퀴즈 있어?,퀴즈는 없어. 대신 발표와 질문 답변이 많아.,13,,,,
한국사상과 문화 수업 난이도는?,"발표 좋아하면 쉬운 편이고, 발표 싫으면 매우 힘든 수업이야.",13,,,,
한국사상과 문화 팀플 있어?,팀플은 없어. 개인 발표와 개인 과제 중심이야.,13,,,,
한국사상과 문화 시험 어떻게 나와?,시험 자체가 없고 발표와 과제 3개로 평가돼.,13,,,,
"수요일 3,4 교양 뭐 있어?",이승준 교수님의 한국사상과 문화 수업 / 임청화 교수님의 문학과 미술로 만나는 음악 수업 / 이재은 교수님의 문학과 미술로 만나는 음악 수업 / 정재미 교수님의 문화예술교육개론 수업 / 박재서 교수님의 현대생활과 체육 수업 / 곽안나 교수님의 클래식음악 산책수업 / 이은화 교수남의 유튜버와영상제작 수업 / 김휘태 교수님의 배드민턴의 이해와 실제 수업 / 맹창호 교수님의 국제개발협력의 이해 수업 / 이화연 교수님의 성공취업실전 수업이 있어,203,,,,
"수요일 3,4 교양 알려줘",이승준 교수님의 한국사상과 문화 수업 / 임청화 교수님의 문학과 미술로 만나는 음악 수업 / 이재은 교수님의 문학과 미술로 만나는 음악 수업 / 정재미 교수님의 문화예술교육개론 수업 / 박재서 교수님의 현대생활과 체육 수업 / 곽안나 교수님의 클래식음악 산책수업 / 이은화 교수남의 유튜버와영상제작 수업 / 김휘태 교수님의 배드민턴의 이해와 실제 수업 / 맹창호 교수님의 국제개발협력의 이해 수업 / 이화연 교수님의 성공취업실전 수업이 있어,203,,,,
그림으로 심리읽기 온라인 수업이야?,오프라인 수업이야. 편하게 듣기 좋은 강의야.,14,,,,
그림으로 심리읽기 프로젝트 있어?,프로젝트 없어. 팀플과 발표도 없는 편이야.,14,,,,
그림으로 심리읽기 중간고사 있어?,있어. 시험문제를 미리 알려줘서 외우기만 하면 돼.,14,,,,
그림으로 심리읽기 기말고사 있어?,있어. 기말도 문제 같이 풀어보고 알려줘서 어렵지 않아,14,,,,
그림으로 심리읽기 과제 있어?,거의 없어. 시험 대비만 하면 되는 수업이야.,14,,,,
그림으로 심리읽기  과제 어려워?,"과제 자체가 거의 없고, 필기만 해가면 충분해.",14,,,,
그림으로 심리읽기  교수님 어때?,교수님 정말 친절하시고 설명도 쉽게 해주셔. 질문도 잘 받아줘.,14,,,,
그림으로 심리읽기 퀴즈 있어?,없어. 시험 준비만 하면 돼.,14,,,,
그림으로 심리읽기 수업 난이도는?,매우 쉬운 편. 셤문제 알려줘서 공부만 하면 A+ 가능해,14,,,,
그림으로 심리읽기 팀플 있어?,팀플 전혀 없어. 개인 부담 거의 없는 수업이야.,14,,,,
그림으로 심리읽기 시험 어떻게 나와?,시험문제를 교수님이 직접 알려주고 연습도 해줘서 그대로 외우면 모두 맞을 수 있어.,14,,,,
"화요일 1,2 교양 뭐 있어?",송춘의 교수님의 그림으로 심리읽기 수업 / 최완욱 교수님의 골프의이론과실제 수업이 있어,204,,,,
"화요일 1,2 교양 알려줘",송춘의 교수님의 그림으로 심리읽기 수업 / 최완욱 교수님의 골프의이론과실제 수업이 있어,204,,,,
생명과 죽음의 이해 온라인 수업이야?,오프라인 실강이야. 2시간 꽉 채우는 스타일이야.,15,,,,
생명과 죽음의 이해 프로젝트 있어?,있어. 인터뷰·녹취록·전기문 작성하는 팀플 프로젝트가 한 번 있어.,15,,,,
